Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
20068881,5181141,12953,763138,Daniel,763139,Arthur,28543554,27015737,763139,763138,2018-06-22 16:43:20 UTC,2018-06-22 16:43:20 UTC,1.322,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068882,5181141,12953,763137,Lewis,763139,Arthur,28543552,27015738,763139,763137,2018-06-22 16:43:21 UTC,2018-06-22 16:43:21 UTC,1.254,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068883,5181141,12953,763137,Lewis,763138,Daniel,28543555,27015739,763137,763138,2018-06-22 16:43:23 UTC,2018-06-22 16:43:23 UTC,1.258,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068884,5181141,12953,763138,Daniel,763139,Arthur,28543554,27015740,763139,763138,2018-06-22 16:43:24 UTC,2018-06-22 16:43:24 UTC,1.172,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068885,5181141,12953,763138,Daniel,763139,Arthur,28543554,27015741,763139,763138,2018-06-22 16:43:25 UTC,2018-06-22 16:43:25 UTC,1.291,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068886,5181141,12953,763137,Lewis,763138,Daniel,28543555,27015742,763137,763138,2018-06-22 16:43:26 UTC,2018-06-22 16:43:26 UTC,0.866,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068887,5181141,12953,763137,Lewis,763139,Arthur,28543552,27015743,763139,763137,2018-06-22 16:43:28 UTC,2018-06-22 16:43:28 UTC,1.264,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068888,5181141,12953,763138,Daniel,763139,Arthur,28543553,27015744,763138,763139,2018-06-22 16:43:29 UTC,2018-06-22 16:43:29 UTC,1.076,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068889,5181141,12953,763137,Lewis,763138,Daniel,28543550,27015746,763138,763137,2018-06-22 16:43:40 UTC,2018-06-22 16:43:40 UTC,11.353,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068890,5181141,12953,763137,Lewis,763139,Arthur,28543551,27015747,763137,763139,2018-06-22 16:43:42 UTC,2018-06-22 16:43:42 UTC,1.423,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068891,5181141,12953,763137,Lewis,763138,Daniel,28543555,27015748,763137,763138,2018-06-22 16:43:44 UTC,2018-06-22 16:43:44 UTC,2.155,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068892,5181142,12953,763137,Lewis,763139,Arthur,28543552,27015745,763139,763137,2018-06-22 16:43:45 UTC,2018-06-22 16:43:45 UTC,13.243,"",TRUE,9d7a744bb1af13d69b5a049f8989b450,footebaby,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,DIRECT_VISIT,FALSE,NA
20068893,5181142,12953,763137,Lewis,763138,Daniel,28543550,27015750,763138,763137,2018-06-22 16:43:47 UTC,2018-06-22 16:43:47 UTC,2.359,"",TRUE,9d7a744bb1af13d69b5a049f8989b450,footebaby,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,DIRECT_VISIT,FALSE,NA
20068894,5181142,12953,763137,Lewis,763138,Daniel,28543555,27015751,763137,763138,2018-06-22 16:43:49 UTC,2018-06-22 16:43:49 UTC,1.336,"",TRUE,9d7a744bb1af13d69b5a049f8989b450,footebaby,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,DIRECT_VISIT,FALSE,NA
20068895,5181141,12953,763138,Daniel,763139,Arthur,28543553,27015749,763138,763139,2018-06-22 16:43:49 UTC,2018-06-22 16:43:49 UTC,5.231,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068896,5181141,12953,763138,Daniel,763139,Arthur,28543554,27015753,763139,763138,2018-06-22 16:43:51 UTC,2018-06-22 16:43:51 UTC,1.256,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068897,5181141,12953,763137,Lewis,763139,Arthur,28543552,27015754,763139,763137,2018-06-22 16:43:52 UTC,2018-06-22 16:43:52 UTC,1.052,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068898,5181142,12953,763137,Lewis,763139,Arthur,28543551,27015752,763137,763139,2018-06-22 16:43:52 UTC,2018-06-22 16:43:52 UTC,3.602,"",TRUE,9d7a744bb1af13d69b5a049f8989b450,footebaby,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0,DIRECT_VISIT,FALSE,NA
20068899,5181141,12953,763137,Lewis,763138,Daniel,28543555,27015755,763137,763138,2018-06-22 16:43:53 UTC,2018-06-22 16:43:53 UTC,1.094,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068900,5181141,12953,763137,Lewis,763139,Arthur,28543552,27015757,763139,763137,2018-06-22 16:43:54 UTC,2018-06-22 16:43:54 UTC,1.152,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068901,5181141,12953,763138,Daniel,763139,Arthur,28543553,27015758,763138,763139,2018-06-22 16:43:55 UTC,2018-06-22 16:43:55 UTC,1.175,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068902,5181141,12953,763137,Lewis,763139,Arthur,28543552,27015759,763139,763137,2018-06-22 16:43:57 UTC,2018-06-22 16:43:57 UTC,1.03,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068903,5181141,12953,763138,Daniel,763139,Arthur,28543553,27015760,763138,763139,2018-06-22 16:43:58 UTC,2018-06-22 16:43:58 UTC,1.008,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068904,5181141,12953,763137,Lewis,763139,Arthur,28543551,27015761,763137,763139,2018-06-22 16:43:59 UTC,2018-06-22 16:43:59 UTC,1.061,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068905,5181141,12953,763138,Daniel,763139,Arthur,28543554,27015762,763139,763138,2018-06-22 16:44:00 UTC,2018-06-22 16:44:00 UTC,1.083,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068906,5181141,12953,763138,Daniel,763139,Arthur,28543553,27015763,763138,763139,2018-06-22 16:44:02 UTC,2018-06-22 16:44:02 UTC,1.456,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068907,5181141,12953,763138,Daniel,763139,Arthur,28543553,27015764,763138,763139,2018-06-22 16:44:03 UTC,2018-06-22 16:44:03 UTC,0.989,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068908,5181141,12953,763138,Daniel,763139,Arthur,28543554,27015765,763139,763138,2018-06-22 16:44:04 UTC,2018-06-22 16:44:04 UTC,1.219,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068909,5181141,12953,763138,Daniel,763139,Arthur,28543554,27015766,763139,763138,2018-06-22 16:44:05 UTC,2018-06-22 16:44:05 UTC,1.162,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068910,5181141,12953,763137,Lewis,763139,Arthur,28543552,27015767,763139,763137,2018-06-22 16:44:08 UTC,2018-06-22 16:44:08 UTC,2.253,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068911,5181141,12953,763137,Lewis,763139,Arthur,28543551,27015768,763137,763139,2018-06-22 16:44:09 UTC,2018-06-22 16:44:09 UTC,1.143,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068912,5181141,12953,763138,Daniel,763139,Arthur,28543553,27015769,763138,763139,2018-06-22 16:44:10 UTC,2018-06-22 16:44:10 UTC,1.163,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068913,5181141,12953,763137,Lewis,763139,Arthur,28543551,27015770,763137,763139,2018-06-22 16:44:11 UTC,2018-06-22 16:44:11 UTC,1.001,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068914,5181141,12953,763138,Daniel,763139,Arthur,28543554,27015771,763139,763138,2018-06-22 16:44:13 UTC,2018-06-22 16:44:13 UTC,2.032,"",TRUE,8cd162d8a15789e6f0da07c9fb03deeb,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068915,5181144,12953,763139,Arthur,763138,Daniel,28543554,27015774,763139,763138,2018-06-22 16:45:52 UTC,2018-06-22 16:45:52 UTC,45.662,"",TRUE,119ca0c8bc0f46616d935507b867299c,footebaby,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068916,5181144,12953,763137,Lewis,763138,Daniel,28543555,27015778,763137,763138,2018-06-22 16:45:57 UTC,2018-06-22 16:45:57 UTC,5.141,"",TRUE,119ca0c8bc0f46616d935507b867299c,footebaby,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068917,5181144,12953,763137,Lewis,763138,Daniel,28543555,27015780,763137,763138,2018-06-22 16:46:01 UTC,2018-06-22 16:46:01 UTC,3.369,"",TRUE,119ca0c8bc0f46616d935507b867299c,footebaby,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068918,5181148,12953,763139,Arthur,763138,Daniel,28543553,27015779,763138,763139,2018-06-22 16:46:19 UTC,2018-06-22 16:46:19 UTC,21.387,"",TRUE,ca19f519a94438595a8216475d52f0bc,footebaby,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068919,5181148,12953,763139,Arthur,763137,Lewis,28543552,27015782,763139,763137,2018-06-22 16:46:25 UTC,2018-06-22 16:46:25 UTC,5.699,"",TRUE,ca19f519a94438595a8216475d52f0bc,footebaby,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068920,5181148,12953,763139,Arthur,763137,Lewis,28543551,27015783,763137,763139,2018-06-22 16:46:27 UTC,2018-06-22 16:46:27 UTC,2.173,"",TRUE,ca19f519a94438595a8216475d52f0bc,footebaby,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068921,5181143,12953,763138,Daniel,763137,Lewis,28543550,27015773,763138,763137,2018-06-22 16:47:45 UTC,2018-06-22 16:47:45 UTC,202.195,"",TRUE,fde41c4a09540cbb622993025e413d36,footebaby,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",https://t.co/3FVTW9AC78,FALSE,NA
20068922,5181143,12953,763137,Lewis,763139,Arthur,28543552,27015792,763139,763137,2018-06-22 16:47:52 UTC,2018-06-22 16:47:52 UTC,7.405,"",TRUE,fde41c4a09540cbb622993025e413d36,footebaby,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",https://t.co/3FVTW9AC78,FALSE,NA
20068923,5181143,12953,763138,Daniel,763139,Arthur,28543554,27015793,763139,763138,2018-06-22 16:47:54 UTC,2018-06-22 16:47:54 UTC,1.356,"",TRUE,fde41c4a09540cbb622993025e413d36,footebaby,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",https://t.co/3FVTW9AC78,FALSE,NA
20068924,5181143,12953,763138,Daniel,763139,Arthur,28543554,27015794,763139,763138,2018-06-22 16:47:55 UTC,2018-06-22 16:47:55 UTC,0.967,"",TRUE,fde41c4a09540cbb622993025e413d36,footebaby,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",https://t.co/3FVTW9AC78,FALSE,NA
20068925,5181143,12953,763138,Daniel,763137,Lewis,28543555,27015795,763137,763138,2018-06-22 16:47:56 UTC,2018-06-22 16:47:56 UTC,1.109,"",TRUE,fde41c4a09540cbb622993025e413d36,footebaby,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",https://t.co/3FVTW9AC78,FALSE,NA
20068926,5181143,12953,763138,Daniel,763137,Lewis,28543550,27015796,763138,763137,2018-06-22 16:47:59 UTC,2018-06-22 16:47:59 UTC,2.828,"",TRUE,fde41c4a09540cbb622993025e413d36,footebaby,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",https://t.co/3FVTW9AC78,FALSE,NA
20068927,5181140,12953,763138,Daniel,763139,Arthur,28543554,27015733,763139,763138,2018-06-22 16:49:24 UTC,2018-06-22 16:49:24 UTC,2.615,"",TRUE,7b4010a454f7ac3ba37a4468b07fbffe,footebaby,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",http://www.allourideas.org/footebaby/results,FALSE,NA
20068928,5181140,12953,763138,Daniel,763137,Lewis,28543555,27015803,763137,763138,2018-06-22 16:49:25 UTC,2018-06-22 16:49:25 UTC,1.476,"",TRUE,7b4010a454f7ac3ba37a4468b07fbffe,footebaby,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",http://www.allourideas.org/footebaby/results,FALSE,NA
20068929,5181160,12953,763138,Daniel,763137,Lewis,28543555,27015804,763137,763138,2018-06-22 16:49:32 UTC,2018-06-22 16:49:32 UTC,7.474,"",TRUE,b841b3efad7fcf966c7ef4d4dd6e6291,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068930,5181160,12953,763138,Daniel,763139,Arthur,28543553,27015806,763138,763139,2018-06-22 16:49:34 UTC,2018-06-22 16:49:34 UTC,1.777,"",TRUE,b841b3efad7fcf966c7ef4d4dd6e6291,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068931,5181160,12953,763139,Arthur,763137,Lewis,28543552,27015811,763139,763137,2018-06-22 16:50:11 UTC,2018-06-22 16:50:11 UTC,1.466,"",FALSE,b841b3efad7fcf966c7ef4d4dd6e6291,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068932,5181160,12953,763138,Daniel,763139,Arthur,28543554,27015812,763139,763138,2018-06-22 16:50:12 UTC,2018-06-22 16:50:12 UTC,1.17,"",TRUE,b841b3efad7fcf966c7ef4d4dd6e6291,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068933,5181160,12953,763138,Daniel,763137,Lewis,28543550,27015813,763138,763137,2018-06-22 16:50:13 UTC,2018-06-22 16:50:13 UTC,0.878,"",TRUE,b841b3efad7fcf966c7ef4d4dd6e6291,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068934,5181160,12953,763138,Daniel,763139,Arthur,28543553,27015814,763138,763139,2018-06-22 16:50:14 UTC,2018-06-22 16:50:14 UTC,0.777,"",TRUE,b841b3efad7fcf966c7ef4d4dd6e6291,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
20068935,5181160,12953,763138,Daniel,763137,Lewis,28543550,27015815,763138,763137,2018-06-22 16:50:14 UTC,2018-06-22 16:50:14 UTC,0.641,"",TRUE,b841b3efad7fcf966c7ef4d4dd6e6291,footebaby,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",DIRECT_VISIT,FALSE,NA
